ID,Make,Model,Make_Year,Color,Body_Type,kilometers_run,No_of_Owners,Seating_Capacity,Fuel_Type,Fuel_Tank_Capacity(L),CC_Displacement,Transmission,Transmission_Type,Power(BHP),Torque(Nm),kilometer_at_liter,Price
582,Hyundai,Xcent,2015,blue,sedan,65025.0,1,5,petrol,43,1197,4-Speed,Automatic,81.0,114.0,16.1,6122.222222222223
583,Hyundai,Grandi10,2014,black,hatchback,26974.0,1,5,petrol,43,1197,5-Speed,Manual,82.0,114.0,18.9,5300.0
584,MarutiSuzuki,SwiftDzire,2013,beige,sedan,23778.0,1,5,petrol,42,1197,5-Speed,Manual,85.8,114.0,19.1,5811.111111111111
585,Hyundai,Verna,2020,black,sedan,7594.0,1,5,petrol,45,1497,5-Speed,Automatic,113.0,144.0,18.4,15800.0
586,MarutiSuzuki,Alto800,2020,blue,hatchback,21075.0,1,5,petrol,35,796,5-Speed,Manual,47.3,69.0,22.05,4777.777777777777
587,Toyota,Yaris,2020,brown,sedan,7122.0,1,5,petrol,42,1596,6-Speed,Manual,105.94,140.0,17.18,9933.333333333334
588,Toyota,Yaris,2020,brown,sedan,7122.0,1,5,petrol,42,1596,6-Speed,Manual,105.94,140.0,17.18,9933.333333333334
589,Toyota,Yaris,2020,brown,sedan,7122.0,1,5,petrol,42,1496,6-Speed,Manual,105.94,140.0,17.18,9933.333333333334
590,Toyota,Yaris,2020,brown,sedan,7122.0,1,5,petrol,42,1496,6-Speed,Manual,105.94,140.0,17.18,9933.333333333334
591,MGMotors,Hector,2019,red,suv,25219.0,1,5,petrol,60,1451,6-Speed,Automatic,141.0,250.0,13.96,18888.88888888889
592,Mahindra,Scorpio,2015,blue,suv,94751.0,2,7,diesel,60,2179,5-Speed,Manual,120.0,280.0,15.4,10155.555555555555
593,MarutiSuzuki,Ciaz,2020,blue,sedan,26246.0,1,5,petrol,43,1696,5-Speed,Manual,103.25,138.0,20.65,10788.888888888889
594,MarutiSuzuki,Ciaz,2015,brown,sedan,93570.0,2,5,petrol,43,1373,4-Speed,Automatic,91.0,130.0,19.12,6588.888888888889
595,MarutiSuzuki,SwiftDzire,2014,white,sedan,70563.0,2,5,petrol,42,1197,4-Speed,Automatic,85.8,114.0,19.1,5544.444444444444
596,Ford,Freestyle,2020,golden,crossover,14965.0,1,5,petrol,42,1298,5-Speed,Automatic,94.93,119.0,18.5,8088.888888888889
597,Renault,Kwid,2015,bronze,hatchback,33390.0,1,5,petrol,28,799,5-Speed,Manual,53.3,72.0,25.17,3188.8888888888887
598,MarutiSuzuki,Ritz,2011,brown,hatchback,53349.0,1,5,petrol,45,1197,5-Speed,Manual,85.0,113.0,18.5,4144.444444444444
599,MarutiSuzuki,Celerio,2014,silver,hatchback,87635.0,1,5,petrol,35,998,5-Speed,Automatic,67.04,90.0,23.1,4488.888888888889
600,MarutiSuzuki,WagonR1.0,2011,grey,hatchback,77919.0,1,5,petrol,35,998,5-Speed,Manual,67.1,90.0,18.9,3533.3333333333335
601,Ford,EcoSport,2017,white,suv,84118.0,1,5,petrol,52,1499,6-Speed,Automatic,110.0,140.0,16.5,8077.777777777777
602,Hyundai,NewSantro1.1,2018,white,hatchback,22735.0,1,5,petrol,35,1086,5-Speed,Manual,68.07,99.07,20.3,4966.666666666667
603,Hyundai,Creta,2017,black,suv,50749.0,1,5,diesel,60,1582,6-Speed,Manual,126.0,265.0,19.67,12777.777777777777
604,Honda,Mobilio,2015,red,muv,45754.0,2,7,petrol,42,1497,5-Speed,Manual,118.0,145.0,17.3,6722.222222222223
605,Mahindra,Scorpio,2015,white,suv,72696.0,1,7,diesel,60,2179,6-Speed,Automatic,120.0,280.0,15.4,12411.111111111111
606,Hyundai,Grandi10,2015,orange,hatchback,99001.0,1,5,petrol,43,1197,4-Speed,Automatic,82.0,114.0,18.9,5622.222222222223
607,Hyundai,Elitei20,2017,blue,hatchback,85933.0,1,5,petrol,45,1197,5-Speed,Manual,81.83,114.7,18.6,6777.777777777777
608,Datsun,GO,2014,red,hatchback,55890.0,2,5,petrol,35,1798,5-Speed,Manual,67.05,104.0,19.02,3222.222222222222
609,Volkswagen,Vento,2013,black,sedan,88105.0,1,5,petrol,55,1598,6-Speed,Automatic,103.0,153.0,14.4,6022.222222222223
610,MGMotors,Hector,2019,black,suv,20761.0,1,5,petrol,60,1451,6-Speed,Automatic,141.0,250.0,13.96,19111.11111111111
611,MarutiSuzuki,Ritz,2016,white,hatchback,56280.0,1,5,petrol,43,1197,5-Speed,Manual,85.0,113.0,18.5,5811.111111111111
612,Honda,WR-V,2017,grey,suv,37043.0,1,5,petrol,40,1199,5-Speed,Manual,88.5,110.0,16.5,8277.777777777777
613,Mahindra,Scorpio,2015,white,suv,79576.0,1,7,diesel,60,2179,6-Speed,Automatic,120.0,280.0,15.4,11688.888888888889
614,Hyundai,FluidicVerna4S,2017,white,sedan,29759.0,1,5,petrol,43,1591,5-Speed,Manual,121.0,158.0,17.4,9488.888888888889
615,Ford,EcoSport,2017,red,suv,28559.0,1,5,petrol,52,1499,5-Speed,Manual,110.0,140.0,15.8,8755.555555555555
616,MarutiSuzuki,Ritz,2013,white,hatchback,18214.0,1,5,petrol,43,1197,5-Speed,Manual,85.0,113.0,18.5,5111.111111111111
617,Hyundai,Elitei20,2015,white,hatchback,92256.0,1,5,diesel,45,1396,6-Speed,Manual,88.73,219.7,22.54,7655.555555555556
618,Honda,Mobilio,2015,silver,muv,42933.0,2,7,petrol,42,1497,5-Speed,Manual,118.0,145.0,17.3,7088.888888888889
619,Hyundai,Verna,2020,blue,sedan,18146.0,1,5,petrol,45,1497,5-Speed,Automatic,113.0,144.0,18.4,16200.0
620,Hyundai,Elitei20,2016,red,hatchback,29602.0,1,5,diesel,45,1396,6-Speed,Manual,88.73,219.7,22.54,9044.444444444445
621,MGMotors,Hector,2020,silver,suv,26994.0,1,5,petrol,60,1451,6-Speed,Automatic,141.0,250.0,13.96,19711.11111111111
622,MarutiSuzuki,Ritz,2013,white,hatchback,47642.0,2,5,petrol,43,1197,5-Speed,Manual,85.0,113.0,18.5,5055.555555555556
623,MarutiSuzuki,AltoK10,2012,red,hatchback,67041.0,1,5,petrol,35,998,5-Speed,Manual,67.1,90.0,20.92,3488.8888888888887
624,MGMotors,Hector,2020,red,suv,30234.0,1,5,diesel,60,1596,5-Speed,Manual,167.68,350.0,17.41,22433.333333333332
625,MGMotors,Hector,2020,red,suv,30234.0,1,5,diesel,60,1596,5-Speed,Manual,167.68,350.0,17.41,22433.333333333332
626,MGMotors,Hector,2020,red,suv,30234.0,1,5,diesel,60,1956,6-Speed,Manual,167.68,350.0,17.41,22433.333333333332
627,MGMotors,Hector,2020,red,suv,30234.0,1,5,diesel,60,1956,6-Speed,Manual,167.68,350.0,17.41,22433.333333333332
628,Hyundai,Elitei20,2017,white,hatchback,33545.0,1,5,diesel,45,1396,6-Speed,Manual,88.73,219.7,22.54,9733.333333333334
629,Toyota,EtiosLiva,2012,silver,hatchback,42200.0,2,5,petrol,45,1596,5-Speed,Automatic,79.0,104.0,17.71,4700.0
630,Toyota,EtiosLiva,2012,silver,hatchback,42200.0,2,5,petrol,45,1596,5-Speed,Automatic,79.0,104.0,17.71,4700.0
631,Toyota,EtiosLiva,2012,silver,hatchback,42200.0,2,5,petrol,45,1496,5-Speed,Manual,79.0,104.0,17.71,4700.0
632,Toyota,EtiosLiva,2012,silver,hatchback,42200.0,2,5,petrol,45,1496,5-Speed,Manual,79.0,104.0,17.71,4700.0
633,Hyundai,Verna,2017,white,sedan,48583.0,1,5,petrol,45,1591,6-Speed,Automatic,121.3,151.0,17.0,12222.222222222223
634,Hyundai,i10,2014,grey,hatchback,98109.0,1,5,petrol,35,1197,5-Speed,Manual,78.9,111.8,20.36,4566.666666666667
635,Hyundai,i10,2011,red,hatchback,70581.0,2,5,petrol,35,1197,5-Speed,Manual,78.9,111.7,20.36,3777.777777777778
636,MarutiSuzuki,AltoK10,2018,red,hatchback,64194.0,1,5,petrol,35,998,5-Speed,Manual,67.0,90.0,24.07,4500.0
637,Renault,Duster,2015,white,suv,87057.0,1,5,diesel,50,1461,5-Speed,Manual,83.8,200.0,19.87,8200.0
638,Hyundai,SantroXing,2012,white,hatchback,23227.0,1,5,petrol,35,1086,5-Speed,Manual,62.1,96.1,17.92,4055.5555555555557
639,MGMotors,Hector,2019,black,suv,24564.0,1,5,petrol,60,1451,6-Speed,Automatic,141.0,250.0,13.96,18888.88888888889
640,MarutiSuzuki,Ritz,2012,red,hatchback,39719.0,1,5,petrol,45,1197,5-Speed,Manual,85.0,113.0,18.5,4688.888888888889
641,MGMotors,Hector,2020,white,suv,51686.0,1,5,diesel,60,1596,5-Speed,Manual,167.68,350.0,17.41,21755.555555555555
642,MGMotors,Hector,2020,white,suv,51686.0,1,5,diesel,60,1596,5-Speed,Manual,167.68,350.0,17.41,21755.555555555555
643,MGMotors,Hector,2020,white,suv,51686.0,1,5,diesel,60,1956,6-Speed,Manual,167.68,350.0,17.41,21755.555555555555
644,MGMotors,Hector,2020,white,suv,51686.0,1,5,diesel,60,1956,6-Speed,Manual,167.68,350.0,17.41,21755.555555555555
645,Renault,Duster,2018,bronze,suv,57995.0,1,5,diesel,50,1461,6-Speed,Manual,108.0,248.0,19.6,11322.222222222223
646,MGMotors,Hector,2020,red,suv,32604.0,1,5,diesel,60,1596,5-Speed,Manual,167.68,350.0,17.41,21977.777777777777
647,MGMotors,Hector,2020,red,suv,32604.0,1,5,diesel,60,1596,5-Speed,Manual,167.68,350.0,17.41,21977.777777777777
648,MGMotors,Hector,2020,red,suv,32604.0,1,5,diesel,60,1956,6-Speed,Manual,167.68,350.0,17.41,21977.777777777777
649,MGMotors,Hector,2020,red,suv,32604.0,1,5,diesel,60,1956,6-Speed,Manual,167.68,350.0,17.41,21977.777777777777
650,MarutiSuzuki,Ritz,2012,silver,hatchback,46627.0,1,5,petrol,45,1197,5-Speed,Manual,85.0,113.0,18.5,4577.777777777777
651,Honda,City,2017,grey,sedan,45868.0,1,5,petrol,40,1497,5-Speed,Manual,117.6,145.0,17.4,9755.555555555555
652,MarutiSuzuki,Ritz,2013,brown,hatchback,68876.0,1,5,petrol,43,1197,5-Speed,Manual,85.0,113.0,18.5,4766.666666666667
653,Ford,EcoSport,2013,white,suv,47068.0,1,5,petrol,52,1499,6-Speed,Automatic,109.0,140.0,16.5,7866.666666666667
654,Ford,EcoSport,2014,white,suv,48060.0,1,5,petrol,52,999,5-Speed,Manual,123.37,170.0,18.88,7533.333333333333
655,MarutiSuzuki,AltoK10,2016,orange,hatchback,80307.0,2,5,petrol,35,998,5-Speed,Manual,67.0,90.0,24.07,3622.222222222222
656,MarutiSuzuki,AltoK10,2013,red,hatchback,29217.0,1,5,petrol,35,998,5-Speed,Manual,67.1,90.0,20.92,3733.3333333333335
657,MGMotors,Hector,2019,black,suv,28787.0,1,5,petrol,60,1451,6-Speed,Automatic,141.0,250.0,15.81,17655.555555555555
658,MarutiSuzuki,Omni,2014,silver,muv,57964.0,2,8,petrol,36,796,4-Speed,Manual,34.0,59.0,16.8,3722.222222222222
659,MarutiSuzuki,Ritz,2011,grey,hatchback,54318.0,2,5,petrol,45,1197,5-Speed,Manual,85.0,113.0,18.5,4088.8888888888887
660,Hyundai,i10,2014,grey,hatchback,55319.0,1,5,petrol,35,1197,5-Speed,Manual,78.9,111.8,20.36,4877.777777777777
661,Ford,EcoSport,2018,silver,suv,39105.0,1,5,petrol,52,1496,6-Speed,Automatic,120.69,149.0,14.7,11844.444444444445
662,MGMotors,Hector,2021,white,suv,49279.0,1,5,diesel,60,1596,5-Speed,Manual,167.68,350.0,17.41,22044.444444444445
663,MGMotors,Hector,2021,white,suv,49279.0,1,5,diesel,60,1596,5-Speed,Manual,167.68,350.0,17.41,22044.444444444445
664,MGMotors,Hector,2021,white,suv,49279.0,1,5,diesel,60,1956,6-Speed,Manual,167.68,350.0,17.41,22044.444444444445
665,MGMotors,Hector,2021,white,suv,49279.0,1,5,diesel,60,1956,6-Speed,Manual,167.68,350.0,17.41,22044.444444444445
666,Hyundai,SantroXing,2011,maroon,hatchback,57259.0,2,5,petrol,35,1086,5-Speed,Manual,62.1,96.1,17.92,3644.4444444444443
667,Mahindra,XUV500,2015,silver,suv,66820.0,2,7,diesel,70,2179,6-Speed,Manual,140.0,330.0,15.1,11722.222222222223
668,Ford,FigoAspire,2018,blue,sedan,21089.0,1,5,petrol,42,1194,5-Speed,Manual,94.93,119.0,18.5,6166.666666666667
669,MarutiSuzuki,Celerio,2014,blue,hatchback,7779.0,1,5,petrol,35,998,5-Speed,Automatic,67.04,90.0,23.1,4822.222222222223
670,Hyundai,i10,2011,red,hatchback,48267.0,2,5,petrol,35,1197,4-Speed,Automatic,78.9,111.8,16.95,3866.6666666666665
671,MarutiSuzuki,Swift,2014,grey,hatchback,48079.0,1,5,diesel,42,1248,5-Speed,Manual,74.0,190.0,22.9,6177.777777777777
672,Hyundai,Grandi10,2014,orange,hatchback,42290.0,1,5,petrol,43,1197,5-Speed,Manual,82.0,114.0,18.9,4966.666666666667
673,Volkswagen,Polo,2014,blue,hatchback,54723.0,1,5,diesel,45,1498,5-Speed,Automatic,88.0,230.0,20.18,6322.222222222223
674,Renault,Kwid,2019,white,hatchback,23160.0,1,5,petrol,28,799,5-Speed,Automatic,53.0,72.0,20.71,4755.555555555556
675,Hyundai,i20,2012,white,hatchback,41191.0,1,5,petrol,45,1197,5-Speed,Manual,82.85,113.0,18.5,5055.555555555556
676,Renault,Duster,2018,grey,suv,18005.0,1,5,diesel,50,1461,6-Speed,Manual,108.45,245.0,19.6,12933.333333333334
677,Honda,City,2017,white,sedan,34480.0,1,5,petrol,40,1196,5-Speed,Automatic,117.6,145.0,18.0,13088.888888888889
678,Honda,Amaze,2019,brown,sedan,20604.0,1,5,petrol,35,1199,5-Speed,Manual,88.76,110.0,18.6,8500.0
679,Renault,Kiger,2021,grey,suv,9015.0,1,5,petrol,40,1298,5-Speed,Automatic,71.0,96.0,19.7,9833.333333333334
680,Hyundai,Elitei20,2016,red,hatchback,56348.0,1,5,petrol,45,1197,5-Speed,Manual,81.83,114.7,18.6,7311.111111111111
